StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,timing_consent_First Click,timing_consent_Last Click,timing_consent_Page Submit,timing_consent_Click Count,browser_meta_Browser,browser_meta_Version,browser_meta_Operating System,browser_meta_Resolution,consent_question,timing_screening_First Click,timing_screening_Last Click,timing_screening_Page Submit,timing_screening_Click Count,expert_training,expert_job,age,recall_email,gender,gender_3_TEXT,ethnicity,ethnicity_9_TEXT,timing_elicitation_First Click,timing_elicitation_Last Click,timing_elicitation_Page Submit,timing_elicitation_Click Count,elicitation1,elicitation2,elicitation3,timing_choose_First Click,timing_choose_Last Click,timing_choose_Page Submit,timing_choose_Click Count,brief_summary,describe_suspicious,describe_hard,describe_ask,timing_noticing_First Click,timing_noticing_Last Click,timing_noticing_Page Submit,timing_noticing_Click Count,notice1,notice2,attention,notice3,notice3_4_TEXT,notice4,notice4_3_TEXT,notice5,notice5_5_TEXT,timing_expecting_First Click,timing_expecting_Last Click,timing_expecting_Page Submit,timing_expecting_Click Count,expect1,expect2,expect3,expect4,expect5,expect6,timing_suspecting_First Click,timing_suspecting_Last Click,timing_suspecting_Page Submit,timing_suspecting_Click Count,suspect1,suspect3,suspect2,suspect4,suspect5,suspect5_sure_1,timing_deciding_First Click,timing_deciding_Last Click,timing_deciding_Page Submit,timing_deciding_Click Count,investigate1,investigate1_9_TEXT,investigate2,decide,decide_sure_1,act,emotions_1,emotions_2,emotions_3,emotions_4,emotions_5,emotions_6,emotions_7,emotions_8,harm,timing_full_story_First Click,timing_full_story_Last Click,timing_full_story_Page Submit,timing_full_story_Click Count,full_story,full_story_easy,timing_demographics_First Click,timing_demographics_Last Click,timing_demographics_Page Submit,timing_demographics_Click Count,education,employment,income,digital_literacy_1,digital_literacy_2,digital_literacy_3,digital_literacy_4,digital_literacy_5,digital_literacy_6,digital_literacy_7,digital_literacy_8,digital_literacy_9,victim,Q_TotalDuration,UserAgent,ResponseID,excluded,rid,RISN,V,opp,field,gc,term,LS
2020-02-17 20:16:59,2020-02-17 20:17:21,IP Address,100,21,TRUE,2020-02-17 20:17:21,R_2eVZb1KBDi6Tp6e,,,,,anonymous,EN,17.002,17.002,17.812,1,Chrome,80.0.3987.106,Windows NT 10.0,1366x768,I do not agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.106 Safari/537.36",R_2eVZb1KBDi6Tp6e,declined consent,5e4b3af0-e3d5-4057-667b-88822ee3d935,7168445,H,Qual2726-0122-PhishingEmails,,2,consent,
2020-02-17 20:07:51,2020-02-17 20:54:35,IP Address,100,2803,TRUE,2020-02-17 20:54:36,R_1A0FhpJSOEAv7mV,,,,,anonymous,EN,45.563,51.47,52.469,2,Safari iPhone,13.0.5,iPhone,375x667,I agree,6.162,6.947,6.989,2,No,No,21,"Yes, I have received email messages like this in the past.",Man,,White,,5.54,25.338,29.307,10,Nothing ,Nothing ,Nothing ,2.414,123.855,124.927,23,Nothing at all. I’m so sick of stupid questions being asked ,It was not the best ,It was not easy much ,Read a magazine about giraffes ,4.336,12.232,13.085,8,,I don't remember,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2803,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",R_1A0FhpJSOEAv7mV,failed attention check,5e4b38ad-5315-2dc0-a5dc-7c161c2379a0,7168445,H,Qual2726-0122-PhishingEmails,,2,attn,
2020-02-17 19:40:55,2020-02-18 00:45:37,IP Address,100,18281,TRUE,2020-02-18 00:45:37,R_2X0bQRDqsOWbvMM,,,,,anonymous,EN,1.155,88.953,89.704,20,Chrome,80.0.3987.99,Android 10,360x760,I agree,5.078,5.078,5.61,1,No,No,21,"Yes, I have received email messages like this in the past.",Man,,White,,2.538,228.688,229.452,47,"People trying to scam you for your money. I think I have also heard of them hacking into your account from you opening an email.
",Normally it will be a too good to be true offer or something like that.,"Scam telling me I would get money
Scam telling me hot babes are in my area
Scam telling me it knows my future ",2.284,186.238,192.275,25,"The scam about hot babes in my area.
I thought it looked interesting and was a little desperate  seeing an attractive girl in the pic and clicked it.",To good to be true,I was desperate ,Click the link,1.737,28.035,29.441,14,"File(s) attached to the email,What the email was about,Company or business the sender belonged to,Request for action in the email,Images in the email",Within the last year,Somewhat disagree,Personal Email account,,This email was of a personal nature,,"A company, business or other organization",,2.536,35.049,35.829,20,Somewhat agree,I'm not sure,No,I don't remember,No,Strongly agree,0.764,249.23,250.991,30,Click on a link or button,The subject line was different than I would expect,I didn't notice anything that felt off about the sender,I didn't notice anything that felt off about the main body of the email,I was not sure about whether it was harmful or not,7,3.94,66.319,66.723,37,Clicked on one or more of the links to see where it went,,I went to the website of the sender,"No, the email was definitely not safe",11,Clicked a button to report the email as spam,Not at all,Not at all,Not at all,Somewhat,Not at all,Not at all,Not at all,Somewhat,Strongly disagree,0,0,300.218,0,"So this one time I was really stupid.I clicked  on one of those spam emails. Its was about girls in the area. I opened it because I felt depressed at the time. It went through alot of site before asking for my credit card number for my ""age confirmation."" I said figured that was bullshit and got out of the site and marked the email as spam.",Somewhat easy,2.631,58.162,64.755,38,High school graduate or GED certificate,Employed part time,"Less than $25,000",Good,Good,None,Good,None,Some,None,None,None,"Fell victim to a phishing email message or other scam email,Someone broke in or hacked your computer, mobile device, or account",18281,"Mozilla/5.0 (Linux; Android 10; SM-G970U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.99 Mobile Safari/537.36",R_2X0bQRDqsOWbvMM,NULL,5e4b1e65-8436-4332-4b09-783a359c23e7,7168445,H,Qual2726-0122-PhishingEmails,,1,,1293
2020-02-11 12:02:38,2020-02-11 12:03:16,IP Address,13,37,FALSE,2020-02-18 12:03:23,R_27dhWgxtp9em8cO,,,,,anonymous,EN,1.5,8.465,9.587,2,Safari iPhone,Unknown,iPhone,320x568,I agree,5.584,5.584,6.436,1,No,No,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",R_27dhWgxtp9em8cO,NULL,5e42dde6-a9c5-ba03-8e47-4a441f267a3e,7137451,H,Qual2726-0122-PhishingEmails,,,,
2020-02-11 12:04:05,2020-02-11 12:17:29,IP Address,17,803,FALSE,2020-02-18 12:17:35,R_1ONO3qOQ11HUxc1,,,,,anonymous,EN,40.402,42.589,43.789,5,Chrome,79.0.3945.130,Windows NT 10.0,1536x864,I agree,6.669,6.669,9.304,1,No,No,23,"No, I do not remember receiving any email messages like this.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",R_1ONO3qOQ11HUxc1,ineligible,5e42de75-9ce5-bc0e-3e01-6255ca4f5496,7137451,H,Qual2726-0122-PhishingEmails,,2,DNQ,
2020-02-11 12:12:28,2020-02-11 12:18:29,IP Address,7,360,FALSE,2020-02-18 12:18:34,R_24jHW6QZnMXXYll,,,,,anonymous,EN,5.291,12,14.383,5,Chrome,71.0.3578.99,Android 7.0,412x732,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,"Mozilla/5.0 (Linux; Android 7.0; SAMSUNG SM-N920T) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/10.2 Chrome/71.0.3578.99 Mobile Safari/537.36",R_24jHW6QZnMXXYll,NULL,5e42e044-94e3-9e7a-ac90-483ed9685987,7137451,H,Qual2726-0122-PhishingEmails,,,,
2020-02-11 12:21:21,2020-02-11 12:24:01,IP Address,26,160,FALSE,2020-02-18 12:24:16,R_1jwwLjEA5xsSoGk,,,,,anonymous,EN,3.272,11.176,12.415,8,Safari iPhone,Unknown,iPhone,414x896,I agree,5.506,5.506,7.583,1,No,No,42,"Yes, I have received email messages like this in the past.",Man,,"Hispanic, Latino or Spanish",,11.498,47.799,59.743,8,Links,Strange email domains,I have received hundreds of them ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",R_1jwwLjEA5xsSoGk,NULL,5e42e266-1ead-7f85-b122-302ee7133990,7137451,H,Qual2726-0122-PhishingEmails,,,,
2020-02-11 12:50:17,2020-02-11 12:52:07,IP Address,26,109,FALSE,2020-02-18 12:52:15,R_3065QYtljT4jg4R,,,,,anonymous,EN,4.338,4.338,6.686,1,MSIE,11.0,Windows NT 10.0,1920x1080,I agree,4.521,4.521,6.522,1,No,No,57,"Yes, I have received email messages like this in the past.",Woman,,Black or African American,,10.792,15.79,18.1,3,s,s,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,R_3065QYtljT4jg4R,NULL,5e42e90f-1c81-9d76-f99c-b6ef376549ad,7137451,H,Qual2726-0122-PhishingEmails,,,,
2020-02-18 13:14:43,2020-02-18 13:15:02,IP Address,100,18,TRUE,2020-02-18 13:15:02,R_qUfRVl7gyD1ZqOB,,,,,anonymous,EN,6.678,6.678,7.967,1,Chrome,79.0.3945.130,Windows NT 10.0,1280x720,I agree,2.308,2.308,3.801,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",R_qUfRVl7gyD1ZqOB,ineligible,5e4c2989-f064-851f-6887-4553188758cf,7168445,H,Qual2726-0122-PhishingEmails,,2,DNQ,
2020-02-18 13:16:48,2020-02-18 13:17:16,IP Address,100,28,TRUE,2020-02-18 13:17:17,R_3lQZenRiXw7yHMh,,,,,anonymous,EN,21.12,21.12,22.061,1,Chrome,79.0.3945.130,Windows NT 6.3,1366x768,I do not agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,"Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",R_3lQZenRiXw7yHMh,declined consent,5e4c29eb-369b-eb22-e20c-bb6122716d20,7168445,H,Qual2726-0122-PhishingEmails,,2,consent,
2020-02-18 13:17:24,2020-02-18 13:17:39,IP Address,100,15,TRUE,2020-02-18 13:17:40,R_20V5HTWex0IwMAK,,,,,anonymous,EN,2.441,2.441,3.227,1,Chrome,80.0.3987.106,Windows NT 10.0,1280x960,I agree,5.414,5.414,6.221,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.106 Safari/537.36",R_20V5HTWex0IwMAK,ineligible,5e4c2a04-73ed-0d3b-7ac9-22201341c343,7168445,H,Qual2726-0122-PhishingEmails,,2,DNQ,
2020-02-18 13:16:14,2020-02-18 13:17:46,IP Address,100,92,TRUE,2020-02-18 13:17:47,R_2f2nFS6Y1AH9Tvg,,,,,anonymous,EN,10.825,10.825,12.591,1,Chrome,49.0.2623.112,Windows NT 6.0,1366x768,I agree,15.015,15.015,16.965,1,No,No,39,"No, I do not remember receiving any email messages like this.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",R_2f2nFS6Y1AH9Tvg,ineligible,5e4c2978-5e49-9b62-28fb-c40180e8608a,7168445,H,Qual2726-0122-PhishingEmails,,2,DNQ,
2020-02-18 13:17:53,2020-02-18 13:18:10,IP Address,100,17,TRUE,2020-02-18 13:18:11,R_p9G6gb72bDDVnDr,,,,,anonymous,EN,0.456,2.257,3.582,5,Chrome,79.0.3945.130,Windows NT 6.1,1366x768,I agree,2.37,2.37,3.168,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",R_p9G6gb72bDDVnDr,ineligible,5e4c2a44-3588-af76-453c-c2915d0da7ad,7168445,H,Qual2726-0122-PhishingEmails,,2,DNQ,
2020-02-18 13:18:29,2020-02-18 13:18:41,IP Address,100,11,TRUE,2020-02-18 13:18:41,R_1Q5WZVnktpeUxMG,,,,,anonymous,EN,1.228,3.478,4.138,3,Chrome,80.0.3987.99,Android 9,412x846,I agree,1.58,1.58,2.555,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"Mozilla/5.0 (Linux; Android 9; SM-G965U Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/80.0.3987.99 Mobile Safari/537.36",R_1Q5WZVnktpeUxMG,ineligible,5e4c2a3b-7e14-a6e7-47b5-2ce06fcaa88f,7168445,H,Qual2726-0122-PhishingEmails,,2,DNQ,
2020-02-18 13:18:45,2020-02-18 13:19:03,IP Address,100,18,TRUE,2020-02-18 13:19:03,R_2fvXwPutsh3WeBA,,,,,anonymous,EN,1.041,8.466,8.519,7,Safari iPhone,Unknown,iPhone,375x667,I agree,3.228,3.228,3.62,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",R_2fvXwPutsh3WeBA,ineligible,5e4c2a58-9191-80d5-b690-98707c6c8465,7168445,H,Qual2726-0122-PhishingEmails,,2,DNQ,
2020-02-18 13:19:01,2020-02-18 13:19:30,IP Address,100,29,TRUE,2020-02-18 13:19:31,R_3pum0MEWT3nnZp8,,,,,anonymous,EN,9.033,19.005,19.839,14,Chrome,80.0.3987.99,Android 6.0.1,360x640,I do not agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,"Mozilla/5.0 (Linux; Android 6.0.1; SM-S327VL Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/80.0.3987.99 Mobile Safari/537.36",R_3pum0MEWT3nnZp8,declined consent,5e4c2a46-da01-e50c-0bf8-45b9beb070de,7168445,H,Qual2726-0122-PhishingEmails,,2,consent,
2020-02-18 13:19:06,2020-02-18 13:19:41,IP Address,100,35,TRUE,2020-02-18 13:19:41,R_1mfqlkqXhCh9gDR,,,,,anonymous,EN,2.847,7.514,8.363,3,Safari iPhone,Unknown,iPhone,414x736,I agree,2.056,2.056,3.341,1,No,No,38,"No, I do not remember receiving any email messages like this.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",R_1mfqlkqXhCh9gDR,ineligible,5e4c2a56-0ff9-28da-16e8-c654413a94c6,7168445,H,Qual2726-0122-PhishingEmails,,2,DNQ,
2020-02-18 13:19:06,2020-02-18 13:19:50,IP Address,100,44,TRUE,2020-02-18 13:19:51,R_271m3O0dO7VIf8q,,,,,anonymous,EN,2.075,6.175,7.182,5,Chrome,79.0.3945.130,Windows NT 10.0,1536x864,I agree,1.588,3.217,4.119,2,No,No,37,"No, I do not remember receiving any email messages like this.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",R_271m3O0dO7VIf8q,ineligible,5e4c2a6e-cc60-3e8c-d091-2a0b57f4163c,7168445,H,Qual2726-0122-PhishingEmails,,2,DNQ,
2020-02-18 13:19:12,2020-02-18 13:20:28,IP Address,100,75,TRUE,2020-02-18 13:20:28,R_3g5RpKk0zZH2s6r,,,,,anonymous,EN,4.877,18.214,19.548,4,Chrome iPad,80.0.3987.95,iPad,768x1024,I agree,9,9,9.905,1,No,No,52,I'm not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,"Mozilla/5.0 (iPad; CPU OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/80.0.3987.95 Mobile/15E148 Safari/604.1",R_3g5RpKk0zZH2s6r,ineligible,5e4c2a45-43f6-6dfa-ac7b-e129bf046983,7168445,H,Qual2726-0122-PhishingEmails,,2,DNQ,
2020-02-18 13:19:25,2020-02-18 13:20:30,IP Address,100,65,TRUE,2020-02-18 13:20:30,R_3I4Cou4nVQo2CyP,,,,,anonymous,EN,12.311,16.762,19.333,2,Safari iPhone,13.0.5,iPhone,414x736,I agree,3.162,3.162,3.844,1,No,No,61,I'm not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",R_3I4Cou4nVQo2CyP,ineligible,5e4c2a8a-a067-e227-75ad-700ffc6492a5,7168445,H,Qual2726-0122-PhishingEmails,,2,DNQ,
2020-02-18 13:19:34,2020-02-18 13:20:31,IP Address,100,56,TRUE,2020-02-18 13:20:31,R_25YCatIIhOAi467,,,,,anonymous,EN,10.518,10.518,11.469,1,Firefox,72.0,Windows NT 6.1,1280x1024,I agree,33.448,33.448,34.405,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,Mozilla/5.0 (Windows NT 6.1; rv:72.0) Gecko/20100101 Firefox/72.0,R_25YCatIIhOAi467,ineligible,5e4c2a79-da84-08cf-96d2-f7faecb17a71,7168445,H,Qual2726-0122-PhishingEmails,,2,DNQ,
2020-02-18 13:20:21,2020-02-18 13:20:49,IP Address,100,28,TRUE,2020-02-18 13:20:49,R_2WMURfSX4bscqED,,,,,anonymous,EN,1.001,7.768,9.299,8,Chrome,80.0.3987.99,Android 9,412x823,I agree,8.382,8.382,9.54,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,"Mozilla/5.0 (Linux; Android 9; LM-X420 Build/PKQ1.190302.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/80.0.3987.99 Mobile Safari/537.36",R_2WMURfSX4bscqED,ineligible,5e4c2abe-3d87-c791-bf2f-3114fc156a1a,7168445,H,Qual2726-0122-PhishingEmails,,2,DNQ,
2020-02-18 13:20:39,2020-02-18 13:21:02,IP Address,100,23,TRUE,2020-02-18 13:21:03,R_1liRb1lj9AgX7QM,,,,,anonymous,EN,3.066,3.066,4.472,1,Chrome,80.0.3987.106,Windows NT 10.0,1536x864,I agree,4.443,4.443,6.503,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.106 Safari/537.36",R_1liRb1lj9AgX7QM,ineligible,5e4c2ace-40ac-7eae-294c-0f85ddd47d16,7168445,H,Qual2726-0122-PhishingEmails,,2,DNQ,
2020-02-18 13:19:45,2020-02-18 13:21:35,IP Address,100,110,TRUE,2020-02-18 13:21:36,R_27jpev7V1b7gVsT,,,,,anonymous,EN,19.409,34.492,35.858,13,Chrome,78.0.3904.108,Android 9,320x640,I agree,6.909,6.909,8.54,1,No,No,51,I'm not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,"Mozilla/5.0 (Linux; Android 9; LM-Q720) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Mobile Safari/537.36",R_27jpev7V1b7gVsT,ineligible,5e4c2aba-febe-ba93-20ed-790f105b269a,7168445,H,Qual2726-0122-PhishingEmails,,2,DNQ,
2020-02-18 13:21:04,2020-02-18 13:21:37,IP Address,100,32,TRUE,2020-02-18 13:21:37,R_QnLVbDbNm5Q3oHv,,,,,anonymous,EN,7.764,8.722,10.607,2,Firefox,72.0,Windows NT 6.1,1366x768,I agree,10.283,10.283,12.903,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:72.0) Gecko/20100101 Firefox/72.0,R_QnLVbDbNm5Q3oHv,ineligible,5e4c2ae1-167e-7c6b-1db8-61a4173420a3,7168445,H,Qual2726-0122-PhishingEmails,,2,DNQ,
2020-02-18 13:21:03,2020-02-18 13:21:40,IP Address,100,36,TRUE,2020-02-18 13:21:40,R_xatqv2CcwpuwHBf,,,,,anonymous,EN,20.68,20.68,22.338,1,Chrome,80.0.3987.106,Windows NT 10.0,1920x1080,I agree,6.649,6.649,7.82,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.106 Safari/537.36",R_xatqv2CcwpuwHBf,ineligible,5e4c2b01-0a1b-cf9a-d208-4e913865ea75,7168445,H,Qual2726-0122-PhishingEmails,,2,DNQ,
2020-02-18 13:21:11,2020-02-18 13:22:03,IP Address,100,52,TRUE,2020-02-18 13:22:04,R_pbp2nnCQhG5TL8J,,,,,anonymous,EN,9.811,13.775,14.482,2,Safari iPhone,Unknown,iPhone,414x896,I agree,2.819,3.511,4.33,2,No,No,38,I'm not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",R_pbp2nnCQhG5TL8J,ineligible,5e4c2afa-571a-71dd-dd4a-82dd80e0bfdb,7168445,H,Qual2726-0122-PhishingEmails,,2,DNQ,
2020-02-18 13:21:06,2020-02-18 13:22:11,IP Address,100,64,TRUE,2020-02-18 13:22:11,R_WqfpE3iq8EanBNn,,,,,anonymous,EN,53.577,54.232,55.2,2,Chrome,80.0.3987.106,Windows NT 10.0,1920x1080,I do not agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.106 Safari/537.36",R_WqfpE3iq8EanBNn,declined consent,5e4c2ad6-ce59-c29a-a7bb-50175822cbd4,7168445,H,Qual2726-0122-PhishingEmails,,2,consent,
2020-02-18 13:20:39,2020-02-18 13:22:24,IP Address,100,104,TRUE,2020-02-18 13:22:25,R_30oXMsVIQGf5MDL,,,,,anonymous,EN,4.507,42.661,44.015,7,Chrome iPhone,80.0.3987.95,iPhone,375x812,I agree,3.21,3.21,4.367,1,No,No,64,"No, I do not remember receiving any email messages like this.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/80.0.3987.95 Mobile/15E148 Safari/604.1",R_30oXMsVIQGf5MDL,ineligible,5e4c2ad5-b69f-1737-f93b-d7253acbe60f,7168445,H,Qual2726-0122-PhishingEmails,,2,DNQ,
