age,gender,gender_other,ethnicity,ethnicity_other,education_level,employment_status,annual_income,has_it_training,has_it_job,can_recall_phishing,digital_literacy_wiki,digital_literacy_meme,digital_literacy_phishing,digital_literacy_bookmark,digital_literacy_cache,digital_literacy_ssl,digital_literacy_ajax,digital_literacy_rss,digital_literacy_other,unsafe_email_ways_list,suspicious_email_recognition,suspicious_emails_received,email_brief_summary,what_made_email_suspicious,what_made_decision_hard,what_email_asked_todo,emotion_dread,emotion_terror,emotion_anxiety,emotion_nervous,emotion_scared,emotion_panic,emotion_fear,emotion_worry,email_features_noticed,email_recency,email_account_type,email_account_type_other,email_content_type,email_content_type_other,email_sender_type,email_sender_type_other,felt_similar_before,previous_sender_emails,previous_sender_interaction,sender_relationship_duration,expected_this_email,email_seemed_different,actions_requested,sender_issues,subject_line_issues,email_body_issues,overall_suspicion,suspicion_confidence,investigation_methods,investigation_methods_other,contacted_sender_how,final_decision,decision_confidence,actions_with_email,perceived_harm,detailed_incident_narrative,story_recall_difficulty,previous_incidents
57,Man,,White,,4-year college degree,Employed full time,"$35,000 to $49,999",No,No,"Yes, I have received email messages like this in the past.",Some,Good,Some,Good,Some,Little,,,,Virus Malware Phishing Fake email address,Questionable spelling Unknown sender,Suspicious email from family member PayPal email saying my account was frozen Email from USAA when I didn't have an account,The email had my mother's name and the body had a weblink to a product she doesn't use. I read the email address and it turned out to be an unusual one. I deleted it and told my mom.,Strange weblink and email address,My mom's name fooled me,Open and buy some Viagra,Not at all,Not at all,Somewhat,Not at all,Not at all,Not at all,Not at all,Moderately,"Link(s) in the email,Sender's name,Request for action in the email",Longer than one year ago,Personal Email account,,This email was of a personal nature,,A close friend or family member,,Somewhat disagree,Yes,Yes,More than 10 years,No,Somewhat agree,Click on a link or button,The sender's email address looked different than I would expect,I didn't notice anything that felt off about the subject line,The main body of the email included something strange that I do not normally see in an email like this,I was not sure about whether it was harmful or not,4,Looked more closely at the the email address the email came from,,I did not try to contact the sender,I was still not sure whether the email was safe or not,3,"Deleted the email,Clicked a button to report the email as spam",Strongly disagree,"I got an email from my mom with ""hi son"" in the subject block.  It looked normal till I saw a link for ordering Canadian Viagra. This looked odd so I looked at the sender email address and realized it was a bad email. I told my mom after deleting it. I don't have enough information to write a book on this incident, so I apologize for the brevity.",Somewhat difficult,"Received a notification from a company that your information was involved in a data breach,Had a virus on your computer or mobile device,Someone broke in or hacked your computer, mobile device, or account,Stranger used your credit card number without your knowledge or permission,Identity theft more extensive than use of your credit card number without permission"
51,Man,,White,,"Technical, trade, or vocational school AFTER high school",Disabled,"Less than $25,000",No,No,"Yes, I have received email messages like this in the past.",Full,Good,Full,Full,Full,Full,,Good,Some,"maycontain malicious attachments, or viruses if opened","suspicious address, or businessname ive never heard of","loan companies,  free sweepstakes winnings,  free trips, packages waiting to be picked up with numbers ive never ordered, etc.",loan offers from companies that ive never heard of,i didnt request a loan,"i was curious, but skeptical",give personal info,Somewhat,Somewhat,Quite a bit,Quite a bit,An extreme amount,Quite a bit,Somewhat,Quite a bit,"File(s) attached to the email,What the email was about,Sender's name,Company or business the sender belonged to,Request for action in the email,Mistakes or poor quality",Within the last month,Personal Email account,,This email was of a personal nature,,"A company, business or other organization",,Strongly agree,I'm not sure,No,I did not know the sender,No,Strongly agree,"Click on a link or button,Respond to the email with some information",The sender's email address looked different than I would expect,The subject line was different than I would expect,The main body of the email included something strange that I do not normally see in an email like this,"Yes, I thought it was harmful",6,Looked more closely at the the email address the email came from,,"I went to the website of the sender,I contacted the sender via phone","No, the email was definitely not safe",11,"Deleted the email,Clicked a button to report the email as spam",Somewhat agree,"this company tried to taje over my paypal account.  when i tried to apply for a loan.  they asked for my acct. number.  Then they wanted my password.  no way j'ose. plus they sounded foreign on the phone, could hardly speak english. then they kept cslling me and texting me and finally i remembered i could block them, so i did.",Somewhat difficult,"Fell victim to a phishing email message or other scam email,Had a virus on your computer or mobile device"
58,Man,,White,,"Some college, no 4-year degree",Retired,"$50,000 to $74,999",No,No,"Yes, I have received email messages like this in the past.",Some,Some,Good,Good,Good,Little,Good,Little,,I see offers where its a free credit card offered with a $50 bunus.I suspect if i click on it they will try to trap me into taking some bogus card an try to steal identity from me,"lots of this so called money they tell you in an account just open it,,is from get paid to try in my email.or a free visa card from some unknown bank",credit card with free money from unknown bank free items to try money in my account justopen this email to get it free iphone just click on this email,"get it free a new iphone,just follow the easy steps it will be sent to you,what i do i remove it right away.and hit a do not send me anmore more tab typically at bottom of email","nothing is free ,its always a scam",they send over and over new emails,to fill out the next page,Not at all,Not at all,Somewhat,Somewhat,Somewhat,Not at all,Not at all,Somewhat,"Link(s) in the email,What the email was about,Request for action in the email",Within the last day,Personal Email account,,This email was of a personal nature,,"A company, business or other organization",,Strongly agree,Yes,No,One month or less,No,Somewhat agree,"Click on a link or button,Respond to the email with some information",I didn't notice anything that felt off about the sender,The subject line was different than I would expect,The main body of the email included more information than I expect to be in an email like this,"Yes, I thought it was harmful",9,Other,tried to block further emails from sender,I did not try to contact the sender,I was still not sure whether the email was safe or not,9,Deleted the email,Somewhat agree,"earn up to $100 in 15 minutes,take this following survey,you just know that no reputable snder is goig to pay that,Its a scam to get you to sign up for somethig,Problem is once you open a link they keep sending junk over and over,It's really quite annoying .Clutters my email box,a real waste of my time.",Somewhat easy,"Fell victim to a phishing email message or other scam email,Received a notification from a company that your information was involved in a data breach"
57,Man,,White,,High school graduate or GED certificate,Disabled,"$25,000 to $34,999",No,No,"Yes, I have received email messages like this in the past.",Full,Full,Full,Full,Full,Full,Full,Full,Full,They can contain a virus.,If it has a link that looks suspicious I won't click it.,I have received many emails that were attempts to scam me out of money.,It said someone wanted to send me a large sum of money and asked for my home address.,it was an obvious scam,it wasn't hard to figure out,give my home address,Quite a bit,Moderately,Quite a bit,Quite a bit,Moderately,Moderately,Moderately,Quite a bit,"What the email was about,Request for action in the email,Mistakes or poor quality",Longer than one year ago,Personal Email account,,This email was of a personal nature,,"A company, business or other organization",,Strongly agree,I'm not sure,No,I did not know the sender,No,Strongly agree,Respond to the email with some information,The sender's email address looked different than I would expect,I don't remember much about the subject line of the email,The main body of the email included typos or other issues that I didn't expect to be in an email like this,"Yes, I thought it was harmful",11,"Looked more closely at the the email address the email came from,Looked at email headers",,I did not try to contact the sender,"No, the email was definitely not safe",11,"Deleted the email,Clicked a button to report the email as spam",Somewhat agree,I got an email from some scammers. It had many English grammar mistakes and several misspellings so I think they were foreigners. The senders said they wanted to send me a large sum of money. They asked for my home address so they could send me a check. I deleted the email and marked it as being spam.,Somewhat easy,"Received a notification from a company that your information was involved in a data breach,Had a virus on your computer or mobile device,Stranger used your credit card number without your knowledge or permission,Identity theft more extensive than use of your credit card number without permission"
37,Man,,White,,"Some college, no 4-year degree",Unemployed looking for work,"$25,000 to $34,999",No,No,"Yes, I have received email messages like this in the past.",Some,Good,Good,Full,Good,Some,,,,Can be used to trick you into providing personal information such as account numbers or personal information,"Sent from a suspicious email address, not for a company that I have an account with",Latley the majority of thses type of email have been pretending to be from streaming services  or digital download service such as Netflix or apple iTunes  eith telling me of a purchase I had supposedly made or indicating a problem with my account,It was sent from account impersonating Netflix customers  service indicating a problem  wit my Netflix  account  and prompting me to click the provided link to contact them to verify  my account information  to resolve the problem with my Netflix account,The email addresses  wasnt @Netflix.com,I didnt have this difficultly,Click the link to verify my information,Somewhat,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,"What the email was about,Sender's name,Company or business the sender belonged to,Request for action in the email",Within the last week,Personal Email account,,This email was of a personal nature,,"A company, business or other organization",,Strongly agree,No,No,I did not know the sender,No,Somewhat agree,"Click on a link or button,Respond to the email with some information",The sender's email address looked different than I would expect,The subject line was different than I would expect,"The main body of the email was missing something that I would expect to be in an email like this,The main body of the email included something strange that I do not normally see in an email like this,The main body of the email included less information than I expect to be in an email like this","Yes, I thought it was harmful",10,Looked more closely at the the email address the email came from,,I did not try to contact the sender,"No, the email was definitely not safe",11,Deleted the email,Strongly disagree,I got an email from someone  pretending  to be Netflix customer service. It stated that there was a problem with my Netflix account and to use the link provided in the email to contact Netflix customer service and verify my information to resolve issue with my account. I was immediately suspicious of the email because  I dont currently have a active Netflix subscription and additionally  the email  was not send from an email address that was not from @Netflix.com domain.,Extremely easy,"Received a notification from a company that your information was involved in a data breach,Had a virus on your computer or mobile device,Someone broke in or hacked your computer, mobile device, or account,Stranger used your credit card number without your knowledge or permission"
66,Man,,White,,"Some college, no 4-year degree",Employed full time,"$50,000 to $74,999",No,No,"Yes, I have received email messages like this in the past.",Some,Full,Full,Good,Good,Little,,,,May contain spyware or virus.,Look at address or subject line.,Mainly money scams and porn.,Wanted me to go to website and sign up.,Subject line had my first name,Subject line had my name,Go to website and sign up,Not at all,Not at all,Not at all,Moderately,Not at all,Not at all,Not at all,Not at all,"Link(s) in the email,What the email was about,Request for action in the email,Mistakes or poor quality",Within the last year,Personal Email account,,This email was of a personal nature,,Other (please describe),Nobody I knew,Somewhat agree,I don't remember,No,I did not know the sender,No,Strongly agree,"Click on a link or button,Take some action outside of the email",The sender's email address looked different than I would expect,The subject line was different than I would expect,The main body of the email included something strange that I do not normally see in an email like this,"Yes, I thought it was harmful",10,Other,Deleted!!!,I did not try to contact the sender,"No, the email was definitely not safe",10,Deleted the email,Strongly agree,"Got the mail and was wondering who it was from that knew my name. When I opened it, it wanted me to go to a website and sign up for access. Said the girls there were looking forward to seeing me. Actually got a laugh at how pushy it was. Saw it was a porn website and wanted nothing to do with the website.Deleted it!!!",Extremely easy,"Fell victim to a phishing email message or other scam email,Received a notification from a company that your information was involved in a data breach,Had a virus on your computer or mobile device"
36,Man,,White,,"Some college, no 4-year degree",Disabled,"Less than $25,000",I'm not sure,No,"Yes, I have received email messages like this in the past.",Good,Good,Some,Some,Some,,,,,computer virus alert email.,this was probably not true.,a virus money prize,money was available that I had won.,that i had won money. this is unlikely,it seemd convinving,send them money,Moderately,Not at all,Somewhat,Somewhat,Somewhat,Not at all,Not at all,Somewhat,"What the email was about,Sender's name,Request for action in the email",Longer than one year ago,Personal Email account,,This email was of a personal nature,,An acquaintance from outside work,,Somewhat agree,No,No,I did not know the sender,No,Somewhat agree,Take some action outside of the email,I don't remember who the email said it was from,I don't remember much about the subject line of the email,I don't remember much about the main body of the email,I don't remember,8,Looked more closely at the the email address the email came from,,I did not try to contact the sender,"Yes, the email was safe",10,Deleted the email,Neither agree nor disagree,I was opening a letter that said I had won money. It was the fact that I owed money in order to get It that seemed weird. I think the message messed up my computer. yeah that is what had happened and it frustrated me. I did not think that I had won money I knew this was probably not going to be true. It was just a gimmick.,Neither easy nor difficult,None of the above
45,Man,,White,,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree",Employed full time,"$75,000 to $99,999",No,No,"Yes, I have received email messages like this in the past.",Full,Full,Good,Good,Some,Some,Little,,,"Harmful links, malware code embedded, graphical issues","Unrecognized sender, links with random characters, unsolicited attachments to the email.",You've received .... Open immediately... Reply with your personal information... Tap here to read on smartphone,"You've received funds (from someone I didn't know).  I needed to reply with personal, contact and financial information.",Unknown sender giving me money,I wanted tp reply harshly,Provide personal information,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,"Other people the email was sent to,What the email was about,Sender's name,Request for action in the email,Mistakes or poor quality",Within the last year,Personal Email account,,This email was of a personal nature,,Other (please describe),Some foreign dignitary,Strongly agree,I'm not sure,No,I did not know the sender,No,Strongly agree,"Respond to the email with some information,Take some action outside of the email",I don't remember who the email said it was from,I don't remember much about the subject line of the email,The main body of the email included typos or other issues that I didn't expect to be in an email like this,"Yes, I thought it was harmful",10,Looked more closely at the the email address the email came from,,I did not try to contact the sender,"No, the email was definitely not safe",10,"Deleted the email,Clicked a button to report the email as spam",Strongly disagree,"I received an email from some foreign source I've never corresponded with before.  It referred to me as ""dear"".  I'm nobody's dear.  It said I am in receipt of funds in the hundreds of thousands of dollars.  All I needed to do was reply with my personal info and where to hold the money for them as a favor then I could take my percentage of it.  There were numerous grammar and spelling errors.",Extremely easy,"Received a notification from a company that your information was involved in a data breach,Had a virus on your computer or mobile device,Someone broke in or hacked your computer, mobile device, or account,Stranger used your credit card number without your knowledge or permission"
34,Man,,White,,"Technical, trade, or vocational school AFTER high school",Unemployed looking for work,"$50,000 to $74,999",No,No,"Yes, I have received email messages like this in the past.",Good,Some,,,,,Some,,,Posing as a fake company,Any email that tells me of one some thing and ask for information about myself,I regularly receive fraudulent emails from Kellogg’s company,When they asked for my credit card banking information I immediately marked as spam and reported the message,Fake looking logo,I don’t know,Credit card number,Not at all,Not at all,Not at all,Somewhat,Not at all,Not at all,Not at all,Somewhat,"Link(s) in the email,Request for action in the email,Images in the email,Formatting or colors in the email",Within the last week,Personal Email account,,This email was of a personal nature,,"A company, business or other organization",,Strongly agree,No,No,I did not know the sender,No,Strongly agree,"Click on a link or button,Open something that was attached to the email,Respond to the email with some information,Take some action outside of the email",The sender's name looked different than I would expect,The subject line was different than I would expect,"The main body of the email included typos or other issues that I didn't expect to be in an email like this,The main body of the email included something strange that I do not normally see in an email like this","Yes, I thought it was harmful",11,"Looked more closely at the the email address the email came from,Opened the attachment",,I did not try to contact the sender,"No, the email was definitely not safe",11,"Deleted the email,Clicked a button to report the email as spam",Neither agree nor disagree,I kept receiving fraudulent emails from somebody claiming to be the Kellogg’s cereal company although the link in the email us have nothing to do with any of their products and only asked for banking information i.e. credit card and account numbers also words were misspelled and grammar was a little bit,Neither easy nor difficult,Stranger used your credit card number without your knowledge or permission
49,Man,,White,,4-year college degree,Unemployed looking for work,"$35,000 to $49,999",No,No,"Yes, I have received email messages like this in the past.",Some,Good,Some,Good,Good,Little,,Some,,Spam that contains a virus Phishing scams that ask for money,Uncommon or personal email address Spelling mistakes or loose grasp of language,"Convincing logo of known company like Amazon, UPS or FedEx.  Asking for personal info like SSN, credit card or bank account info.","I received an email that said I had a package waiting for me, when I know that I didn't order anything nor had any friend/relative send me anything.",Package waiting for you in the title,What if I missed the package,Provide info to retrieve package,Not at all,Not at all,Somewhat,Moderately,Somewhat,Somewhat,Somewhat,Moderately,"Request for action in the email,Formatting or colors in the email,Mistakes or poor quality",Within the last year,Personal Email account,,This email was of a personal nature,,"A company, business or other organization",,Somewhat agree,No,No,I did not know the sender,No,Somewhat agree,"Respond to the email with some information,Take some action outside of the email",The sender's email address looked different than I would expect,I didn't notice anything that felt off about the subject line,The main body of the email included typos or other issues that I didn't expect to be in an email like this,I was not sure about whether it was harmful or not,10,Looked more closely at the the email address the email came from,,I did not try to contact the sender,"No, the email was definitely not safe",9,Clicked a button to report the email as spam,Somewhat disagree,"I received an email from UPS stating I had a package I needed to pick up and that I just needed to provide more information and click on a link to do so.  I knew it was fake because I looked at the email address it was sent from and I also wasn't expecting a package.  So I reported it as spam and deleted it.  The logo and subject appeared real, but once I opened it I knew it was fake.",Extremely easy,"Received a notification from a company that your information was involved in a data breach,Had a virus on your computer or mobile device,Stranger used your credit card number without your knowledge or permission"
44,Man,,White,,High school graduate or GED certificate,Employed part time,"Less than $25,000",No,No,"Yes, I have received email messages like this in the past.",Little,Little,Good,Good,Some,Little,,,,"Having a virus attached to it, or a way to get your personal information",I only open email from family and friends. All other is deleted,Got one that asked me to send money to get money out of a bank,"It was addressed from a friend but said that I had money in a bank overseas and all I needed to do was send 150 to get over 300,000.","Send, money",It came from a friend's email,Send money to get money,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,"What the email was about,Request for action in the email",Within the last week,Personal Email account,,This email was of a personal nature,,A close friend or family member,,Somewhat agree,Yes,Yes,Five to ten years,No,Somewhat agree,"Click on a link or button,Open something that was attached to the email,Respond to the email with some information",I didn't notice anything that felt off about the sender,The subject line was different than I would expect,The main body of the email included something strange that I do not normally see in an email like this,"Yes, I thought it was harmful",11,Other,Contacted the sender,I contacted the sender via phone,"No, the email was definitely not safe",11,Deleted the email,Somewhat agree,"I was checking my email and saw one from a friend,  when I opened it it said I had 300000 in a bank. all I had to do was send 150 to clear the paperwork and have it sent to me. I then called my friend to see if he sent it as a joke and he said that he didn't send it. Looking in to the email farther and discovered he was hacked",Somewhat easy,"Someone broke in or hacked your computer, mobile device, or account,Stranger used your credit card number without your knowledge or permission,Identity theft more extensive than use of your credit card number without permission"
42,Man,,White,,"Some college, no 4-year degree",Unemployed looking for work,"Less than $25,000",No,I'm not sure,"Yes, I have received email messages like this in the past.",Some,Some,Some,Some,Some,Little,,,,"Some emails ask you to open a link inside, that can damage files on your computer. Some can contain a virus where if you open the link, it infects your computer.","The email, is usually from an email address you don’t recognize. Like ones that don’t contain much text.",Most were from emails I didn’t recognize.,"I just remember the email came from a email I didn’t recognize. It did not contain a lot of text, or explanation.",It did not contain text,I was not sure,Open a link in email,Somewhat,Not at all,Somewhat,Moderately,Somewhat,Not at all,Somewhat,Moderately,"File(s) attached to the email,Other people the email was sent to,Request for action in the email,Information missing from the email,Length of the email,Mistakes or poor quality",Longer than one year ago,Personal Email account,,This email was of a personal nature,,Other (please describe),Unknown entity,Somewhat disagree,No,No,I did not know the sender,No,Neither agree nor disagree,"Click on a link or button,Open something that was attached to the email",The sender's email address looked different than I would expect,I don't remember much about the subject line of the email,"The main body of the email included typos or other issues that I didn't expect to be in an email like this,The main body of the email included less information than I expect to be in an email like this",I was not sure about whether it was harmful or not,8,"Hovered over one or more of the links in the email to see where it went,Asked someone else about the email",,I did not try to contact the sender,I don't remember,9,None of the above,Neither agree nor disagree,"I remember, I was checking through my emails one day. I found one that did not contain a subject line. Also, there was very little text, and a link contained in the email. I was not sure what I should do about the email. So, I called a friend, she said I should not click or open the link. That I should probably delete the email, without clicking on the link.",Somewhat easy,Fell victim to a phishing email message or other scam email
54,Man,,White,,"Some college, no 4-year degree",Retired,"$50,000 to $74,999",No,No,"Yes, I have received email messages like this in the past.",Good,Good,Good,Good,Good,Good,,Some,,Attachments or links to websites that may contain harmful computer viruses that are downloaded onto your computer. They can also appear to be from a company you do business with and are really phising scams to steal passwords.,"A lot of these emails try to come up with a story to get you to go to a link. Most common is suspicious activity with your account. Most are trying different schemes to get you to go to unknown web sites, but sometimes may try to disguise a link as going to a legit web site.",Currently getting a lot of them with my email saying someone keeps trying to log into my account. I used to get a lot of these for paypal and ebay. On a few occasions received emails from people I knew trying to get me to click a link to go to a suspicious link. It turned out their accounts got hacked. Fortunately I did not fall for it since the email contents where out of character and the subjects did not match content I usually received when communicating with these people.,I actually received an email from what at first I thought was my cousin. It was trying to direct me to a porn web site. The email was rather impersonal and did not say much other then going to check out these hot women. I never received emails from him like this and immediately became suspicious and deleted it. I actually called my Uncle and asked him to tell my cousin about the strange email and thought his email account might have been hacked. Turned out his account did get hacked and the person was sending emails to everyone on his contact list.,Out of character from the sender,From a person I know,Clicking a link to website,Moderately,Not at all,Somewhat,Somewhat,Not at all,Not at all,Not at all,Moderately,"Link(s) in the email,What the email was about,Request for action in the email,Information missing from the email,Length of the email",Longer than one year ago,Personal Email account,,This email was of a personal nature,,A close friend or family member,,Neither agree nor disagree,Yes,Yes,More than 10 years,No,Strongly agree,Click on a link or button,I didn't notice anything that felt off about the sender,The subject line was different than I would expect,The main body of the email included something strange that I do not normally see in an email like this,"Yes, I thought it was harmful",11,Other,Deleted it,I contacted the sender via phone,"No, the email was definitely not safe",11,Deleted the email,Strongly disagree,One morning while checking emails I noticed an email from my cousin who lives in another state. When I opened the email I immediately became suspicious since the email was rather short and impersonal compared to what I usually receive. For one it never said hello or mentioned my name. Also it had a rather brief message directing me to what appeared to be a porn web site. This was something that never happened before from a person I've known or interacted with by email. Even though it appeared to be his email address I immediately deleted it. I then called my uncle and talked to him what happened since I knew my cousin was probably at work. I told him that it appeared someone may have hacked into his email account and was sending messages to people on his contact list. Later on my cousin contacted me and confirmed his email account had been hacked.,Somewhat easy,"Received a notification from a company that your information was involved in a data breach,Had a virus on your computer or mobile device,Stranger used your credit card number without your knowledge or permission,Identity theft more extensive than use of your credit card number without permission"
56,Man,,White,,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree",Employed full time,"$35,000 to $49,999",No,No,"Yes, I have received email messages like this in the past.",Some,Good,Some,Good,Little,,,,Some,Have attachments to open Look like they come from a legitimate company Have links to select,Senders email address  Not using proper grammer,At work for irs To receive gift card rewards Threatening legal action,Received an email with a word document attachment to open as though it was coming from the irs,Word document attachment,Getting through to my work email account,Open the attachment,Not at all,Not at all,Somewhat,Moderately,Not at all,Not at all,Not at all,Not at all,"File(s) attached to the email,What the email was about,Request for action in the email",Within the last month,Work Email account,,This email was of a personal nature,,"A company, business or other organization",,Neither agree nor disagree,No,No,I did not know the sender,No,Strongly agree,Open something that was attached to the email,The sender's name looked different than I would expect,The subject line was different than I would expect,The main body of the email included less information than I expect to be in an email like this,"Yes, I thought it was harmful",11,Asked someone else about the email,,I did not try to contact the sender,"No, the email was definitely not safe",11,Deleted the email,Strongly disagree,I got an email sent to my work email that stated it was from the irs. Had an attachment with it was in a word document that could be edited. The senders email address was really suspicious and there was no official emblem to give the appearance it was from the irs.   The body of the email was incredibly short with almost no content. As soon as I saw the email I was suspicious it was fake.,Somewhat easy,Received a notification from a company that your information was involved in a data breach
44,Man,,White,,4-year college degree,Employed full time,"$100,000 to $149,999",No,No,"Yes, I have received email messages like this in the past.",Full,Full,Full,Full,Full,Full,Full,Full,Full,Misspelled words,If I don’t know the sender,I look for work email address,Unknown@btwx.ccedu.funtime,It felt like unusual in nature,I would not open it,It was asking for information,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,"File(s) attached to the email,Request for action in the email",Within the last week,Work Email account,,I don't remember,,I don't remember,,Strongly disagree,I don't remember,I don't remember,I did not know the sender,I don't remember,Strongly disagree,None of the above,I don't remember who the email said it was from,I don't remember much about the subject line of the email,I don't remember much about the main body of the email,I don't remember,11,I don't remember,,I don't remember,I don't remember,10,Deleted the email,Strongly agree,It’s was scared  to receive this email. I wasn’t sure who sent the email.  I don’t want people to get my information.  I didn’t have time to address this issue I was fearful that someone had gotten my information and I would worry someone could use my information to open new accounts I would have great fears and I would limit my use of the internet going forward,Extremely easy,None of the above
65,Man,,White,,"Some postgraduate or professional schooling, no postgraduate degree",Retired,"$100,000 to $149,999",I'm not sure,No,"Yes, I have received email messages like this in the past.",,,Full,Good,Some,,,,,Unknown source,Email address from the sender does not match source who actually sent i,Anazon You won a trip,You will receive an all expense paid trip if you answer the questions below. I. Deleted the email,Things are not usually frer,Questions were to personal,Answer questions to win a trip,Not at all,Not at all,Not at all,Somewhat,Somewhat,Not at all,Not at all,Somewhat,Request for action in the email,Within the last year,Personal Email account,,I don't remember,,"A company, business or other organization",,Somewhat disagree,No,No,I did not know the sender,No,Somewhat agree,Respond to the email with some information,I don't remember who the email said it was from,I didn't notice anything that felt off about the subject line,The main body of the email included more information than I expect to be in an email like this,"Yes, I thought it was harmful",9,Asked someone else about the email,,I did not try to contact the sender,"No, the email was definitely not safe",11,Deleted the email,Strongly disagree,I received  an odd email from a person or  company that I was not  familiar with. The message said I could win an all expense vacation if I answered a few questions. The questions wanted personal information so I deleted  the email. I am the type of person that would not have  answered any questions from someone I did not know.,Neither easy nor difficult,"Fell victim to a phishing email message or other scam email,Received a notification from a company that your information was involved in a data breach,Had a virus on your computer or mobile device,Identity theft more extensive than use of your credit card number without permission"
21,Woman,,"Hispanic, Latino or Spanish",,,,,No,No,"Yes, I have received email messages like this in the past.",,,,,,,,,,One type is that of malicious and suspicious emails regarding unwanted nude women or photos.  Another is suspicious emails regarding debt relief or credit repair.,When the emails contain some kind of link or have too any underscores within them.,"Recently, I received an email from an unknown person who sent me a link to her collection of ""private photos"". I knew this was an unrealistic email and ultimately, I decided to ignore the email.","When I received this email, I knew it was malicious because the person who I had received it from had a suspicious name with lots of underscores. There was also a short caption that mentioned me being in the area. This was also a weird email because my email account did not automatically send it to spam and classified it as malicious software.",it was unwanted spam email.,Email not classified as malicious.,"To follow a website ""link"".",Not at all,Not at all,Somewhat,Not at all,Not at all,Not at all,Not at all,Not at all,"File(s) attached to the email,Link(s) in the email,What the email was about,Sender's name,Request for action in the email,Information missing from the email,Formatting or colors in the email,Length of the email,Mistakes or poor quality",Within the last month,Personal Email account,,This email was of a personal nature,,Other (please describe),unknown person or automated bot,Somewhat agree,No,No,I did not know the sender,No,Strongly agree,"Click on a link or button,Open something that was attached to the email,Take some action outside of the email",The sender's email address looked different than I would expect,The subject line was different than I would expect,"The main body of the email included typos or other issues that I didn't expect to be in an email like this,The main body of the email was missing something that I would expect to be in an email like this","Yes, I thought it was harmful",7,None of the above,,I did not try to contact the sender,"No, the email was definitely not safe",9,Deleted the email,Neither agree nor disagree,,,
37,Man,,White,,4-year college degree,Employed full time,"$75,000 to $99,999",No,No,"Yes, I have received email messages like this in the past.",Full,Full,Full,Full,Full,Little,Little,Full,,SOmeone can hack into my account and read what I wrote or take it over,it doesnt match email addreserss,I recieved an email from on of my contacts but in he email is said clikekllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllll,I recieved an email from my contact which was weird in context and then I noticed it was not his acutal email address that sent email,wrong email address,I just deleted it,to click on a link,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,File(s) attached to the email,Within the last week,Work Email account,,This email was related to work,,A work colleague,,Somewhat agree,Yes,Yes,Two to five years,No,Strongly agree,Click on a link or button,The sender's name looked different than I would expect,The subject line was different than I would expect,"The main body of the email included typos or other issues that I didn't expect to be in an email like this,The main body of the email was missing something that I would expect to be in an email like this","Yes, I thought it was harmful",10,Looked more closely at the the email address the email came from,,I contacted the sender via phone,"No, the email was definitely not safe",11,Deleted the email,Somewhat disagree,"I recieved an email from Bob on how to enlarge my penis by 5"" by clicking on this link.  Which I thought this is weird. Because if he only asked his wife he would know i dont need another 5"".   you know what I mean bro?  I know you do, because your mom likes it too.  But dont worry I wont make you call me dad when we get married.",Somewhat easy,"Fell victim to a phishing email message or other scam email,Received a notification from a company that your information was involved in a data breach"
43,Man,,White,,"Some college, no 4-year degree",Disabled,"$25,000 to $34,999",No,No,"Yes, I have received email messages like this in the past.",Full,Good,Some,Full,Little,,,,,"fakes that look like real sites, phishing, etc",look at email address closely,"fake amazon, fake walmart fake target",fake amazon site saying my account had been hacked,claiming my account was hacked,it wasn't hard to deal with,click a fake site link,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,"What the email was about,Request for action in the email,Formatting or colors in the email",Within the last week,Personal Email account,,This email was of a personal nature,,"A company, business or other organization",,Strongly agree,I'm not sure,No,I did not know the sender,No,Neither agree nor disagree,Click on a link or button,The sender's email address looked different than I would expect,The subject line was different than I would expect,The main body of the email included something strange that I do not normally see in an email like this,"Yes, I thought it was harmful",11,None of the above,,I did not try to contact the sender,"No, the email was definitely not safe",11,Clicked a button to report the email as spam,Somewhat disagree,"it was an email from a fake amazon account claiming my amazon account had been hacked.  It had a link they wanted me to click to ""fix the problem"". It was clearly fake, so I didn't bother to click on it.  I simply marked it as spam.  I knew it was fake from the get go.  It had formatting issues and didn't look quite official, which was a heavy clue that it wasn't actually from amazon.",Extremely easy,None of the above
